were_here_count,can_checkin,rating_count,fan_count,overall_star_rating,talking_about_count,checkins,name,category,location,id
2635,TRUE,116,2508,4.7,109,2635,Victoria Gallery and Museum,Art Gallery,"{'city': 'Liverpool', 'country': 'United Kingdom', 'latitude': 53.406152790301, 'longitude': -2.9664483498758, 'street': 'Ashton Street, University of Liverpool', 'zip': 'L69 3DR'}",279658527150
554,TRUE,23,982,4.6,11,554,Wakefield Museum,Museum,"{'city': 'Wakefield', 'country': 'United Kingdom', 'latitude': 53.6841641, 'longitude': -1.5030816, 'street': 'Burton St', 'zip': 'WF1 2DD'}",38589173802
658,TRUE,41,1552,4.5,56,658,Walford Mill Crafts,Art Gallery,"{'city': 'Wimborne Minster', 'country': 'United Kingdom', 'latitude': 50.805224066984, 'longitude': -1.9883858569835, 'street': 'Walford Mill Craft Centre, Stone Lane', 'zip': 'BH21 1NL'}",12656500972
25443,TRUE,1080,17527,4.6,1446,25443,Walker Art Gallery,Art Gallery,"{'city': 'Liverpool', 'country': 'United Kingdom', 'latitude': 53.409870903385, 'longitude': -2.9795470098258, 'street': 'William Brown Street', 'zip': 'L3 8EL'}",127158723532
39121,TRUE,1447,76006,4.7,2178,39121,The Wallace Collection,Art Museum,"{'city': 'London', 'country': 'United Kingdom', 'latitude': 51.517201281019, 'longitude': -0.15295850247445, 'street': 'Hertford House, Manchester Square', 'zip': 'W1U 3BN'}",62009826864
21,TRUE,5,113,4.6,0,21,Wallingford Museum,History Museum,"{'city': 'Wallingford', 'country': 'United Kingdom', 'latitude': 51.6011173, 'longitude': -1.1289005, 'street': 'Flint House, 52 High Street', 'zip': 'OX10 0'}",146299578742100
15,TRUE,2,95,5,4,15,Wareham Town Museum,History Museum,"{'city': 'Wareham', 'country': 'United Kingdom', 'latitude': 50.686865372879, 'longitude': -2.1090375909983, 'street': 'Town Hall East St', 'zip': 'BH20 4NS'}",1465694823660010
114,TRUE,2,19,5,0,114,Warminster Library & Museum,Library,"{'city': 'Warminster', 'country': 'United Kingdom', 'latitude': 51.205831077366, 'longitude': -2.1795966873362, 'street': 'Three Horseshoes Walk', 'zip': 'BA12 9BT'}",144263718949049
10,TRUE,2,16,5,0,10,Market House Museum,Landmark & Historical Place,"{'city': 'Watchet', 'country': 'United Kingdom', 'latitude': 51.1795, 'longitude': -3.3242}",109607862398874
1314,TRUE,92,3543,4.7,50,1314,Wellingborough Museum,Community Organization,"{'city': 'Wellingborough', 'country': 'United Kingdom', 'latitude': 52.299843982232, 'longitude': -0.68922215727093, 'street': '12 Castle Way', 'zip': 'NN8 1XB'}",129210210423718
0,TRUE,0,1198,0,12,0,Wellington Aviation Museum,Community,"{'city': 'Moreton in Marsh', 'country': 'United Kingdom', 'zip': 'GL56 0BG'}",588985887865588
4955,TRUE,135,5955,4.7,974,4955,Wellington Museum,History Museum,"{'city': 'Wellington', 'country': 'New Zealand', 'latitude': -41.28522, 'longitude': 174.77803, 'street': '3 Jervois Quay', 'zip': '6011'}",88846974738
204,TRUE,4,400,4.8,17,204,Wells & Mendip Museum,Nonprofit Organization,"{'city': 'Wells', 'country': 'United Kingdom', 'latitude': 51.210741503405, 'longitude': -2.6447868347168, 'street': '8 Cathedral Green', 'zip': 'BA5 2UE'}",139740956058842
184,TRUE,22,832,4.5,2,184,Whipple Museum of the History of Science,History Museum,"{'city': 'Cambridge', 'country': 'United Kingdom', 'latitude': 52.202822906236, 'longitude': 0.11922225781696, 'street': 'Free School Lane', 'zip': 'CB2 3RH'}",208159975893834
56,TRUE,5,289,4.2,8,56,Whitchurch Heritage Centre,Museum,"{'city': 'Whitchurch', 'country': 'United Kingdom', 'latitude': 52.96992, 'longitude': -2.68306, 'street': '12 St Marys Street', 'zip': 'SY13 1QY'}",226206437392504
3,TRUE,0,21,0,0,3,Whitstable Museum & Gallery,Art Gallery,"{'city': 'Whitstable', 'country': 'United Kingdom', 'latitude': 51.356720865254, 'longitude': 1.024511782579, 'street': 'Oxford Street', 'zip': 'CT5 1DB'}",1397808057163230
121,TRUE,14,521,4.9,46,121,Wigston framework knitters museum,History Museum,"{'city': 'Wigston Magna', 'country': 'United Kingdom', 'latitude': 52.583189502826, 'longitude': -1.1108611763213, 'street': '42-44 Bushloe end', 'zip': 'LE18 2BA'}",155998304569224
1227,TRUE,24,100,4,0,1227,Wilberforce House Museum,Landmark & Historical Place,"{'city': 'Kingston upon Hull', 'country': 'United Kingdom', 'latitude': 53.744185151618, 'longitude': -0.3300207107738, 'street': '23-25 High Street', 'zip': 'HU1 1PS'}",108855315840396
2276,TRUE,29,303,4.8,0,2276,Wimbledon Lawn Tennis Museum,Museum,"{'city': 'London', 'country': 'United Kingdom', 'latitude': 51.434722222222, 'longitude': -0.21333333333333}",109391609087822
1762,TRUE,33,605,4.4,2,1762,Wimbledon Windmill Museum,Museum,"{'city': 'London', 'country': 'United Kingdom', 'latitude': 51.437751701765, 'longitude': -0.2316717089673, 'street': 'Windmill Road', 'zip': 'SW19 5NR'}",129889270368335
12,TRUE,1,6,5,0,12,Winchcombe Folk & Police Museum,Museum,"{'city': 'Cheltenham', 'country': 'United Kingdom', 'latitude': 51.95350764, 'longitude': -1.96393825, 'zip': 'GL54 5'}",1489545817940040
0,TRUE,0,0,0,0,0,Winchelsea Court Hall Museum,Museum,"{'city': 'Winchelsea', 'country': 'United Kingdom', 'latitude': 50.9236372, 'longitude': 0.7086998}",677379912439166
1472,TRUE,39,502,4.7,17,1472,Winchester City Mill - National Trust,Museum,"{'city': 'Winchester', 'country': 'United Kingdom', 'latitude': 51.061089308788, 'longitude': -1.3078459178788, 'street': 'Bridge Street', 'zip': 'SO23 9BH'}",168826403242026
2854,TRUE,122,1118,4.5,40,2854,Withernsea Lighthouse,Travel & Transportation,"{'city': 'Withernsea', 'country': 'United Kingdom', 'latitude': 53.731007768224, 'longitude': 0.028719274365759, 'street': 'Hull Road', 'zip': 'HU19 2DY'}",143793480201
64,TRUE,3,323,4.3,0,64,Witney Museum,Community Organization,"{'city': 'Witney', 'country': 'United Kingdom', 'latitude': 51.788017953651, 'longitude': -1.4848999092108, 'street': 'Gloucester Court Mews, 75 High Street', 'zip': 'OX28 6JA'}",226704360675375
2,TRUE,2,268,5,0,2,Wollaston Museum,History Museum,"{'city': 'Wollaston', 'country': 'United Kingdom', 'latitude': 52.2572139, 'longitude': -0.6713923, 'street': '102 High Street', 'zip': 'NN29 7RJ'}",135891109890481
136714,TRUE,1991,16675,4.5,727,136714,Wollaton Hall and Deer Park,Park,"{'city': 'Nottingham', 'country': 'United Kingdom', 'latitude': 52.95318862053, 'longitude': -1.2435150146484, 'street': 'Wollaton Park', 'zip': 'NG8 2AE'}",172492426141169
172,TRUE,6,269,4.8,1,172,Woodhall Spa Cottage Museum,History Museum,"{'city': 'Woodhall Spa', 'country': 'United Kingdom', 'latitude': 53.153362064286, 'longitude': -0.21136228142857, 'street': 'Iddesleigh Rd', 'zip': 'LN10 6SH'}",581514268534558
58351,TRUE,1586,22484,4.5,2867,58351,World Museum,Museum,"{'city': 'Liverpool', 'country': 'United Kingdom', 'latitude': 53.409597785428, 'longitude': -2.9816314504346, 'street': 'William Brown Street', 'zip': 'L3 8EN'}",267369845716
70,TRUE,6,473,5,19,70,Wymondham Heritage Museum,History Museum,"{'city': 'Wymondham', 'country': 'United Kingdom', 'latitude': 52.570421698616, 'longitude': 1.116269437425, 'street': '10 The Bridewell, Norwich Road', 'zip': 'NR18 0NS'}",208832842650454
0,TRUE,0,3109,0,217,0,York Castle Museum,Museum/Art Gallery,"{'city': 'York', 'country': 'United Kingdom', 'street': 'Eye of York', 'zip': 'YO1 9RY'}",155463267798249
7252,TRUE,167,3440,4.4,56,7252,York Art Gallery,Art Gallery,"{'city': 'York', 'country': 'United Kingdom', 'latitude': 53.962713035521, 'longitude': -1.08584052, 'street': 'Exhibition Square', 'zip': 'YO1 7EW'}",157209690975608
5940,TRUE,179,583,4.4,0,5940,Yorkshire Museum,Landmark & Historical Place,"{'city': 'York', 'country': 'United Kingdom', 'latitude': 53.9618, 'longitude': -1.08744, 'zip': 'YO1 7'}",103096049731107
98910,TRUE,3124,38924,4.5,1318,98910,Yorkshire Sculpture Park,Museum,"{'city': 'Wakefield', 'country': 'United Kingdom', 'latitude': 53.613592219247, 'longitude': -1.5707057710763, 'street': 'West Bretton, Wakefield, West Yorkshire, WF4 4LG', 'zip': 'WF4 4LG'}",36067458380
,,,,,,,,,,
,,,,,,,,,,
